4244.jpeg 0.5145 0.7722 0.3526 0.3708 0.4238 0.4030 0.4265 0.5344 0.2765 0.2710 0.5998 0.8034 0.4283 0.3007 0.5345 0.4215 0.4450 0.3656 0.2702 0.1636 0.9177 0.9900 0.6561 0.2063 0.8778 0.7521 0.5117 0.3737 0.3169 0.1329 
4245.jpeg 0.6354 0.5977 0.6167 0.6325 0.9007 0.7694 0.9368 0.7642 0.5823 0.4519 0.7059 0.5730 0.6098 0.2985 0.9236 0.5639 0.8406 0.4971 0.6234 0.5027 0.7709 0.4516 0.6655 0.1747 1.0120 0.4449 0.9026 0.5245 0.5607 0.2177 
4246.jpeg 0.3591 0.0801 0.3446 0.0766 0.4014 0.1301 0.3637 0.1079 0.2696 0.0433 0.3949 0.0874 0.4071 0.0808 0.3935 0.1086 0.3003 0.0560 0.2468 0.0388 0.4486 0.0830 0.5131 0.0931 0.4817 0.1025 0.3044 0.0561 0.2418 0.0332 
4258.jpeg 0.6533 0.3840 0.4817 0.1785 0.5166 0.2622 0.4937 0.2204 0.4607 0.1889 0.8104 0.4793 0.5194 0.1640 0.5051 0.1942 0.4827 0.2137 0.5087 0.1771 1.0486 0.5608 0.7582 0.2043 0.6127 0.2031 0.5012 0.1488 0.5821 0.2047 
4259.jpeg 0.1880 0.0700 0.3739 0.5783 0.6128 0.7611 0.3334 0.1219 0.1696 0.0647 0.2879 0.1323 0.5617 0.5534 0.8927 0.7711 0.4441 0.1870 0.2176 0.0747 0.4219 0.1344 0.8801 0.4941 1.1708 1.0595 0.5129 0.2501 0.2843 0.1133 
426.jpeg 0.6426 0.4375 0.8190 0.6938 1.7013 2.1894 1.2406 1.2119 0.6396 0.3476 0.5905 0.4088 0.7737 0.5226 1.8525 2.7429 1.0740 0.8007 0.5435 0.3232 0.5543 0.2377 0.9063 0.7741 1.6475 1.3109 0.9282 0.4909 0.5205 0.3261 
4271.jpeg 0.3901 0.1692 0.3952 0.1831 0.5299 0.3026 0.5713 0.2684 0.4216 0.2002 0.5135 0.2414 0.4493 0.1834 0.4795 0.2054 0.4993 0.2119 0.4641 0.2369 0.6752 0.2650 0.6054 0.1485 0.5897 0.2312 0.5350 0.2094 0.5257 0.2589 
4272.jpeg 0.4141 0.2821 0.2561 0.0843 0.2136 0.0434 0.1980 0.0536 0.2131 0.0601 0.5665 0.5337 0.3225 0.0829 0.2362 0.0409 0.1802 0.0272 0.2475 0.0656 0.8425 0.7569 0.5192 0.0673 0.3740 0.0232 0.1929 0.0190 0.2499 0.0531 
4273.jpeg 0.5700 0.4120 0.3564 0.1229 0.3242 0.1000 0.3081 0.0920 0.2756 0.0674 0.8418 1.0023 0.4587 0.1356 0.3400 0.1355 0.2898 0.0979 0.3432 0.0953 0.9321 0.6015 0.6629 0.1652 0.4397 0.0598 0.3209 0.0793 0.3784 0.0862 
4285.jpeg 0.6444 0.2092 0.9705 0.6970 0.9244 0.4258 0.8014 0.2927 0.6958 0.2353 0.6567 0.2021 0.9614 0.7030 0.8661 0.3469 0.6790 0.2123 0.6453 0.2624 0.6135 0.1255 1.1953 0.8991 1.0244 0.5806 0.7898 0.2230 0.5759 0.1864 
4286.jpeg 0.6383 0.2146 0.9786 0.6797 0.9437 0.4463 0.8354 0.3319 0.7086 0.2716 0.6454 0.1910 0.9822 0.7323 0.8726 0.3608 0.7040 0.2532 0.6527 0.2585 0.6579 0.1398 1.2161 0.9663 1.0530 0.6065 0.8062 0.2569 0.5982 0.1862 
4287.jpeg 0.6584 0.6187 0.7903 0.7147 1.1668 1.4543 1.0750 1.2550 0.6999 0.6052 0.8016 0.6872 0.9617 0.7104 1.6508 2.4294 1.3322 1.6818 0.8352 0.8602 1.0068 0.8035 1.4405 1.0481 2.1693 1.9074 1.7763 1.7204 1.0690 0.6637 
